scenario,description,category,generated_video_name
0148_perspective-left_take-1_trimmed-roll-front-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A small white lampshade is on a light wooden table and a black tube points from the left side to the right side. The brown tennis ball rolls from the left straight out of the black tube over the entire table.,Solid Mechanics,0148_perspective-left_trimmed-roll-front-box.mp4
0149_perspective-center_take-1_trimmed-roll-front-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A small white lampshade is on a light wooden table and a black tube points from the left side to the right side. The brown tennis ball rolls from the left straight out of the black tube over the entire table.,Solid Mechanics,0149_perspective-center_trimmed-roll-front-box.mp4
0150_perspective-right_take-1_trimmed-roll-front-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A small white lampshade is on a light wooden table and a black tube points from the left side to the right side. The brown tennis ball rolls from the left straight out of the black tube over the entire table.,Solid Mechanics,0150_perspective-right_trimmed-roll-front-box.mp4
0151_perspective-left_take-1_trimmed-roll-in-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The olive green fabric box is on a light wooden table and a black tube points from the left side to the right side. The brown tennis ball rolls from the left straight out of the black tube and hits the olive green fabric box.,Solid Mechanics,0151_perspective-left_trimmed-roll-in-box.mp4
0152_perspective-center_take-1_trimmed-roll-in-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The olive green fabric box is on a light wooden table and a black tube points from the left side to the right side. The brown tennis ball rolls from the left straight out of the black tube and hits the olive green fabric box.,Solid Mechanics,0152_perspective-center_trimmed-roll-in-box.mp4
0153_perspective-right_take-1_trimmed-roll-in-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The olive green fabric box is on a light wooden table and a black tube points from the left side to the right side. The brown tennis ball rolls from the left straight out of the black tube and hits the olive green fabric box.,Solid Mechanics,0153_perspective-right_trimmed-roll-in-box.mp4
0157_perspective-left_take-1_trimmed-silk-cover.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The teapot is on a wooden table. The piece of silk fabric is lowered over the teapot and covers it.,Solid Mechanics,0157_perspective-left_trimmed-silk-cover.mp4
0158_perspective-center_take-1_trimmed-silk-cover.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The teapot is on a wooden table. The piece of silk fabric is lowered over the teapot and covers it.,Solid Mechanics,0158_perspective-center_trimmed-silk-cover.mp4
0159_perspective-right_take-1_trimmed-silk-cover.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The teapot is on a wooden table. The piece of silk fabric is lowered over the teapot and covers it.,Solid Mechanics,0159_perspective-right_trimmed-silk-cover.mp4
0160_perspective-left_take-1_trimmed-single-cradle.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool was holding one metal ball at the position of the amplitude of the Newton's cradle. The Newton's cradle with five metal balls is sitting on a table. One metal ball of the Newton's cradle device is released by the blue-black grabber tool.,Solid Mechanics,0160_perspective-left_trimmed-single-cradle.mp4
0161_perspective-center_take-1_trimmed-single-cradle.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool was holding one metal ball at the position of the amplitude of the Newton's cradle. The Newton's cradle with five metal balls is sitting on a table. One metal ball of the Newton's cradle device is released by the blue-black grabber tool.,Solid Mechanics,0161_perspective-center_trimmed-single-cradle.mp4
0162_perspective-right_take-1_trimmed-single-cradle.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool was holding one metal ball at the position of the amplitude of the Newton's cradle. The Newton's cradle with five metal balls is sitting on a table. One metal ball of the Newton's cradle device is released by the blue-black grabber tool.,Solid Mechanics,0162_perspective-right_trimmed-single-cradle.mp4
0166_perspective-left_take-1_trimmed-smiley-ball-rotates.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The tennis ball with a smiley face rotates slowly clockwise on the black platform.,Solid Mechanics,0166_perspective-left_trimmed-smiley-ball-rotates.mp4
0167_perspective-center_take-1_trimmed-smiley-ball-rotates.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The tennis ball with a smiley face rotates slowly clockwise on the black platform.,Solid Mechanics,0167_perspective-center_trimmed-smiley-ball-rotates.mp4
0168_perspective-right_take-1_trimmed-smiley-ball-rotates.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The tennis ball with a smiley face rotates slowly clockwise on the black platform.,Solid Mechanics,0168_perspective-right_trimmed-smiley-ball-rotates.mp4
0169_perspective-left_take-1_trimmed-solid-ball-peakaboo.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The orange tennis ball is on the table. The woven basket is attached to a strong magnet that is connected to an orange cord. The woven basket hanging on an orange cord covers the ball and is then lifted to the top of the frame.,Solid Mechanics,0169_perspective-left_trimmed-solid-ball-peakaboo.mp4
0170_perspective-center_take-1_trimmed-solid-ball-peakaboo.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The orange tennis ball is on the table. The woven basket is attached to a strong magnet that is connected to an orange cord. The woven basket hanging on an orange cord covers the ball and is then lifted to the top of the frame.,Solid Mechanics,0170_perspective-center_trimmed-solid-ball-peakaboo.mp4
0171_perspective-right_take-1_trimmed-solid-ball-peakaboo.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The orange tennis ball is on the table. The woven basket is attached to a strong magnet that is connected to an orange cord. The woven basket hanging on an orange cord covers the ball and is then lifted to the top of the frame.,Solid Mechanics,0171_perspective-right_trimmed-solid-ball-peakaboo.mp4
0172_perspective-left_take-1_trimmed-stable-blocks.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A pink block is carefully placed atop a simple structure of colorful blocks that resembles a gate by a blue-black grabber tool that then retracts upward.,Solid Mechanics,0172_perspective-left_trimmed-stable-blocks.mp4
0173_perspective-center_take-1_trimmed-stable-blocks.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A pink block is carefully placed atop a simple structure of colorful blocks that resembles a gate by a blue-black grabber tool that then retracts upward.,Solid Mechanics,0173_perspective-center_trimmed-stable-blocks.mp4
0174_perspective-right_take-1_trimmed-stable-blocks.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A pink block is carefully placed atop a simple structure of colorful blocks that resembles a gate by a blue-black grabber tool that then retracts upward.,Solid Mechanics,0174_perspective-right_trimmed-stable-blocks.mp4
0175_perspective-left_take-1_trimmed-teapot-rotates.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The teapot sits on the black platform. The teapot rotates slowly clockwise on the black platform.,Solid Mechanics,0175_perspective-left_trimmed-teapot-rotates.mp4
0176_perspective-center_take-1_trimmed-teapot-rotates.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The teapot sits on the black platform. The teapot rotates slowly clockwise on the black platform.,Solid Mechanics,0176_perspective-center_trimmed-teapot-rotates.mp4
0177_perspective-right_take-1_trimmed-teapot-rotates.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The teapot sits on the black platform. The teapot rotates slowly clockwise on the black platform.,Solid Mechanics,0177_perspective-right_trimmed-teapot-rotates.mp4
0178_perspective-left_take-1_trimmed-two-balls-pass.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The two black pipes are on opposite sides of the light-colored wooden table, but offset of each other. The brown and the grey tennis balls roll with high speed straight out of the two black pipes.",Solid Mechanics,0178_perspective-left_trimmed-two-balls-pass.mp4
0179_perspective-center_take-1_trimmed-two-balls-pass.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The two black pipes are on opposite sides of the light-colored wooden table, but offset of each other. The brown and the grey tennis balls roll with high speed straight out of the two black pipes.",Solid Mechanics,0179_perspective-center_trimmed-two-balls-pass.mp4
0180_perspective-right_take-1_trimmed-two-balls-pass.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The two black pipes are on opposite sides of the light-colored wooden table, but offset of each other. The brown and the grey tennis balls roll with high speed straight out of the two black pipes.",Solid Mechanics,0180_perspective-right_trimmed-two-balls-pass.mp4
0181_perspective-left_take-1_trimmed-unstable-block-stack.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The yellow block is balanced on the red block, forming an L shape. The blue wooden block is placed by the orange-black grabber tool atop the yellow block.",Solid Mechanics,0181_perspective-left_trimmed-unstable-block-stack.mp4
0182_perspective-center_take-1_trimmed-unstable-block-stack.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The yellow block is balanced on the red block, forming an L shape. The blue wooden block is placed by the orange-black grabber tool atop the yellow block.",Solid Mechanics,0182_perspective-center_trimmed-unstable-block-stack.mp4
0183_perspective-right_take-1_trimmed-unstable-block-stack.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The yellow block is balanced on the red block, forming an L shape. The blue wooden block is placed by the orange-black grabber tool atop the yellow block.",Solid Mechanics,0183_perspective-right_trimmed-unstable-block-stack.mp4
0187_perspective-left_take-1_trimmed-weight-on-ceramic.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The yellow ceramic mug is on a wooden table. The 30lb kettlebell is placed on top of the yellow ceramic mug.,Solid Mechanics,0187_perspective-left_trimmed-weight-on-ceramic.mp4
0188_perspective-center_take-1_trimmed-weight-on-ceramic.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The yellow ceramic mug is on a wooden table. The 30lb kettlebell is placed on top of the yellow ceramic mug.,Solid Mechanics,0188_perspective-center_trimmed-weight-on-ceramic.mp4
0189_perspective-right_take-1_trimmed-weight-on-ceramic.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The yellow ceramic mug is on a wooden table. The 30lb kettlebell is placed on top of the yellow ceramic mug.,Solid Mechanics,0189_perspective-right_trimmed-weight-on-ceramic.mp4
0190_perspective-left_take-1_trimmed-weight-on-paper.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The white styrofoam cup is on a wooden table. The 30lb kettlebell is placed on top of the white styrofoam cup.,Solid Mechanics,0190_perspective-left_trimmed-weight-on-paper.mp4
0191_perspective-center_take-1_trimmed-weight-on-paper.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The white styrofoam cup is on a wooden table. The 30lb kettlebell is placed on top of the white styrofoam cup.,Solid Mechanics,0191_perspective-center_trimmed-weight-on-paper.mp4
0192_perspective-right_take-1_trimmed-weight-on-paper.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The white styrofoam cup is on a wooden table. The 30lb kettlebell is placed on top of the white styrofoam cup.,Solid Mechanics,0192_perspective-right_trimmed-weight-on-paper.mp4
0193_perspective-left_take-1_trimmed-weight-on-pillow.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The 30-lb kettlebell and the green piece of paper are each placed onto the pillow below them simultaneously.,Solid Mechanics,0193_perspective-left_trimmed-weight-on-pillow.mp4
0194_perspective-center_take-1_trimmed-weight-on-pillow.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The 30-lb kettlebell and the green piece of paper are each placed onto the pillow below them simultaneously.,Solid Mechanics,0194_perspective-center_trimmed-weight-on-pillow.mp4
0195_perspective-right_take-1_trimmed-weight-on-pillow.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The 30-lb kettlebell and the green piece of paper are each placed onto the pillow below them simultaneously.,Solid Mechanics,0195_perspective-right_trimmed-weight-on-pillow.mp4
0196_perspective-left_take-1_trimmed-weight-protects-duck.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The 30lb kettlebell and the yellow rubber duck sit on a light-colored wooden table. The black pipe is on the left side of the table and points to the right. The grey tennis ball rolls swiftly straight out of the black pipe from the left side and hits the 30lb kettlebell.,Solid Mechanics,0196_perspective-left_trimmed-weight-protects-duck.mp4
0197_perspective-center_take-1_trimmed-weight-protects-duck.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The 30lb kettlebell and the yellow rubber duck sit on a light-colored wooden table. The black pipe is on the left side of the table and points to the right. The grey tennis ball rolls swiftly straight out of the black pipe from the left side and hits the 30lb kettlebell.,Solid Mechanics,0197_perspective-center_trimmed-weight-protects-duck.mp4
0198_perspective-right_take-1_trimmed-weight-protects-duck.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The 30lb kettlebell and the yellow rubber duck sit on a light-colored wooden table. The black pipe is on the left side of the table and points to the right. The grey tennis ball rolls swiftly straight out of the black pipe from the left side and hits the 30lb kettlebell.,Solid Mechanics,0198_perspective-right_trimmed-weight-protects-duck.mp4
0199_perspective-left_take-2_trimmed-ball-and-block-fall.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. Two pillows are on a table and two grabber tools are positioned above them. The grabber tools release the brown tennis ball and the orange block.,Solid Mechanics,0199_perspective-left_trimmed-ball-and-block-fall.mp4
0200_perspective-center_take-2_trimmed-ball-and-block-fall.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. Two pillows are on a table and two grabber tools are positioned above them. The grabber tools release the brown tennis ball and the orange block.,Solid Mechanics,0200_perspective-center_trimmed-ball-and-block-fall.mp4
0201_perspective-right_take-2_trimmed-ball-and-block-fall.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. Two pillows are on a table and two grabber tools are positioned above them. The grabber tools release the brown tennis ball and the orange block.,Solid Mechanics,0201_perspective-right_trimmed-ball-and-block-fall.mp4
0202_perspective-left_take-2_trimmed-ball-behind-rotating-paper.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool held the tennis ball above the cardstock and lowered it behind the cardstock. The cardstock sits on the black platform on top of a wooden table. The blue-black grabber tool places the orange tennis ball behind the clockwise-rotating cardstock on the table.,Solid Mechanics,0202_perspective-left_trimmed-ball-behind-rotating-paper.mp4
0203_perspective-center_take-2_trimmed-ball-behind-rotating-paper.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool held the tennis ball above the cardstock and lowered it behind the cardstock. The cardstock sits on the black platform on top of a wooden table. The blue-black grabber tool places the orange tennis ball behind the clockwise-rotating cardstock on the table.,Solid Mechanics,0203_perspective-center_trimmed-ball-behind-rotating-paper.mp4
0204_perspective-right_take-2_trimmed-ball-behind-rotating-paper.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool held the tennis ball above the cardstock and lowered it behind the cardstock. The cardstock sits on the black platform on top of a wooden table. The blue-black grabber tool places the orange tennis ball behind the clockwise-rotating cardstock on the table.,Solid Mechanics,0204_perspective-right_trimmed-ball-behind-rotating-paper.mp4
0205_perspective-left_take-2_trimmed-ball-hits-duck.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light beige coffee table with a small yellow rubber duck on it. A mustard yellow couch is in the background. There is a black pipe that points from the left side to the right side of the table. The brown tennis ball rolls straight out of the black pipe and hits the rubber duck.,Solid Mechanics,0205_perspective-left_trimmed-ball-hits-duck.mp4
0206_perspective-center_take-2_trimmed-ball-hits-duck.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light beige coffee table with a small yellow rubber duck on it. A mustard yellow couch is in the background. There is a black pipe that points from the left side to the right side of the table. The brown tennis ball rolls straight out of the black pipe and hits the rubber duck.,Solid Mechanics,0206_perspective-center_trimmed-ball-hits-duck.mp4
0207_perspective-right_take-2_trimmed-ball-hits-duck.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light beige coffee table with a small yellow rubber duck on it. A mustard yellow couch is in the background. There is a black pipe that points from the left side to the right side of the table. The brown tennis ball rolls straight out of the black pipe and hits the rubber duck.,Solid Mechanics,0207_perspective-right_trimmed-ball-hits-duck.mp4
0208_perspective-left_take-2_trimmed-ball-hits-nothing.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light-colored wooden coffee table with a few small objects on it, including a brown tennis ball and a smaller red ball. The orange tennis ball rolls straight out of the black pipe over the entire table towards the right side.",Solid Mechanics,0208_perspective-left_trimmed-ball-hits-nothing.mp4
0209_perspective-center_take-2_trimmed-ball-hits-nothing.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light-colored wooden coffee table with a few small objects on it, including a brown tennis ball and a smaller red ball. The orange tennis ball rolls straight out of the black pipe over the entire table towards the right side.",Solid Mechanics,0209_perspective-center_trimmed-ball-hits-nothing.mp4
0210_perspective-right_take-2_trimmed-ball-hits-nothing.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light-colored wooden coffee table with a few small objects on it, including a brown tennis ball and a smaller red ball. The orange tennis ball rolls straight out of the black pipe over the entire table towards the right side.",Solid Mechanics,0210_perspective-right_trimmed-ball-hits-nothing.mp4
0211_perspective-left_take-2_trimmed-ball-in-basket.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The black plastic crate sits on a wooden table. The orange inflatable basketball is released over the black plastic crate.,Solid Mechanics,0211_perspective-left_trimmed-ball-in-basket.mp4
0212_perspective-center_take-2_trimmed-ball-in-basket.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The black plastic crate sits on a wooden table. The orange inflatable basketball is released over the black plastic crate.,Solid Mechanics,0212_perspective-center_trimmed-ball-in-basket.mp4
0213_perspective-right_take-2_trimmed-ball-in-basket.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The black plastic crate sits on a wooden table. The orange inflatable basketball is released over the black plastic crate.,Solid Mechanics,0213_perspective-right_trimmed-ball-in-basket.mp4
0214_perspective-left_take-2_trimmed-ball-in-sand.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The green kinetic sand is located on a wooden table, and the blue-black grabber tool is suspended over it. The blue-black grabber tool releases the blue tennis ball above a pile of green kinetic sand.",Solid Mechanics,0214_perspective-left_trimmed-ball-in-sand.mp4
0215_perspective-center_take-2_trimmed-ball-in-sand.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The green kinetic sand is located on a wooden table, and the blue-black grabber tool is suspended over it. The blue-black grabber tool releases the blue tennis ball above a pile of green kinetic sand.",Solid Mechanics,0215_perspective-center_trimmed-ball-in-sand.mp4
0216_perspective-right_take-2_trimmed-ball-in-sand.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The green kinetic sand is located on a wooden table, and the blue-black grabber tool is suspended over it. The blue-black grabber tool releases the blue tennis ball above a pile of green kinetic sand.",Solid Mechanics,0216_perspective-right_trimmed-ball-in-sand.mp4
0217_perspective-left_take-2_trimmed-ball-ramp.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A simple ramp made of cardboard, propped up by a blue block on a light-colored wooden table. There's a black pipe to the left of the frame that directly points towards it. The yellow tennis ball rolls straight out of the black pipe onto the ramp.",Solid Mechanics,0217_perspective-left_trimmed-ball-ramp.mp4
0218_perspective-center_take-2_trimmed-ball-ramp.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A simple ramp made of cardboard, propped up by a blue block on a light-colored wooden table. There's a black pipe to the left of the frame that directly points towards it. The yellow tennis ball rolls straight out of the black pipe onto the ramp.",Solid Mechanics,0218_perspective-center_trimmed-ball-ramp.mp4
0219_perspective-right_take-2_trimmed-ball-ramp.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A simple ramp made of cardboard, propped up by a blue block on a light-colored wooden table. There's a black pipe to the left of the frame that directly points towards it. The yellow tennis ball rolls straight out of the black pipe onto the ramp.",Solid Mechanics,0219_perspective-right_trimmed-ball-ramp.mp4
0220_perspective-left_take-2_trimmed-ball-rolls-off.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light wood coffee table in the foreground with a black pipe on the left end of the table. The grey tennis ball rolls out of the pipe over the entire table towards the right.,Solid Mechanics,0220_perspective-left_trimmed-ball-rolls-off.mp4
0221_perspective-center_take-2_trimmed-ball-rolls-off.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light wood coffee table in the foreground with a black pipe on the left end of the table. The grey tennis ball rolls out of the pipe over the entire table towards the right.,Solid Mechanics,0221_perspective-center_trimmed-ball-rolls-off.mp4
0222_perspective-right_take-2_trimmed-ball-rolls-off.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light wood coffee table in the foreground with a black pipe on the left end of the table. The grey tennis ball rolls out of the pipe over the entire table towards the right.,Solid Mechanics,0222_perspective-right_trimmed-ball-rolls-off.mp4
0223_perspective-left_take-2_trimmed-ball-rolls-on-glass.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A piece of clear glass resting on the edge of a light-colored wooden table against a plain white wall. The blue tennis ball rolls from the wooden table over the glass.,Solid Mechanics,0223_perspective-left_trimmed-ball-rolls-on-glass.mp4
0224_perspective-center_take-2_trimmed-ball-rolls-on-glass.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A piece of clear glass resting on the edge of a light-colored wooden table against a plain white wall. The blue tennis ball rolls from the wooden table over the glass.,Solid Mechanics,0224_perspective-center_trimmed-ball-rolls-on-glass.mp4
0225_perspective-right_take-2_trimmed-ball-rolls-on-glass.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A piece of clear glass resting on the edge of a light-colored wooden table against a plain white wall. The blue tennis ball rolls from the wooden table over the glass.,Solid Mechanics,0225_perspective-right_trimmed-ball-rolls-on-glass.mp4
0226_perspective-left_take-2_trimmed-ball-train.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light-colored coffee table with two tennis balls, one orange and one brown, placed near the center, back to back. A black pipe sits on the table on the left side and points towards the two tennis balls. The grey tennis ball rolls straight out of a black pipe from the left and hits the brown tennis ball.",Solid Mechanics,0226_perspective-left_trimmed-ball-train.mp4
0227_perspective-center_take-2_trimmed-ball-train.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light-colored coffee table with two tennis balls, one orange and one brown, placed near the center, back to back. A black pipe sits on the table on the left side and points towards the two tennis balls. The grey tennis ball rolls straight out of a black pipe from the left and hits the brown tennis ball.",Solid Mechanics,0227_perspective-center_trimmed-ball-train.mp4
0228_perspective-right_take-2_trimmed-ball-train.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light-colored coffee table with two tennis balls, one orange and one brown, placed near the center, back to back. A black pipe sits on the table on the left side and points towards the two tennis balls. The grey tennis ball rolls straight out of a black pipe from the left and hits the brown tennis ball.",Solid Mechanics,0228_perspective-right_trimmed-ball-train.mp4
0229_perspective-left_take-2_trimmed-balls-collide.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light-colored wooden tabletop with two pipes at the edges. The blue and the yellow tennis ball roll out of the pipes and collide with the same speed.,Solid Mechanics,0229_perspective-left_trimmed-balls-collide.mp4
