task_id,benchmark_id,family,model_route,seed,num_frames,fps,num_inference_steps,cfg_scale,sigma_shift,negative_prompt,prompt,h2_prompt,text_prompt,prompt_source,split,condition_summary_json,video,source_video,condition_path
op34_wan34_0099_s68491523,0099,magnet-transparent-peakaboo,WAN_BASE,68491523,49,24,30,1.2,5,,A clear acrylic box suspended from a cord hangs above a tennis ball with a smiley face drawn on it positioned on a wooden table. The box is lowered to cover the ball. Static shot with no camera movement.,A clear acrylic box suspended from a cord hangs above a tennis ball with a smiley face drawn on it positioned on a wooden table. The box is lowered to cover the ball. Static shot with no camera movement.,A clear acrylic box suspended from a cord hangs above a tennis ball with a smiley face drawn on it positioned on a wooden table. The box is lowered to cover the ball. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0099.png,physicsiq/inputs/0099.png,
op34_wan34_0157_s43278311,0157,silk-cover,WAN_BASE,43278311,49,24,30,1.2,5,,A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0157.png,physicsiq/inputs/0157.png,
op34_wan34_0157_s56382197,0157,silk-cover,WAN_BASE,56382197,49,24,30,1.2,5,,A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0157.png,physicsiq/inputs/0157.png,
op34_wan34_0157_s68491523,0157,silk-cover,WAN_BASE,68491523,49,24,30,1.2,5,,A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0157.png,physicsiq/inputs/0157.png,
op34_wan34_0158_s43278311,0158,silk-cover,WAN_BASE,43278311,49,24,30,1.2,5,,A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0158.png,physicsiq/inputs/0158.png,
op34_wan34_0158_s56382197,0158,silk-cover,WAN_BASE,56382197,49,24,30,1.2,5,,A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0158.png,physicsiq/inputs/0158.png,
op34_wan34_0158_s68491523,0158,silk-cover,WAN_BASE,68491523,49,24,30,1.2,5,,A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0158.png,physicsiq/inputs/0158.png,
op34_wan34_0159_s43278311,0159,silk-cover,WAN_BASE,43278311,49,24,30,1.2,5,,A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0159.png,physicsiq/inputs/0159.png,
op34_wan34_0159_s56382197,0159,silk-cover,WAN_BASE,56382197,49,24,30,1.2,5,,A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0159.png,physicsiq/inputs/0159.png,
op34_wan34_0159_s68491523,0159,silk-cover,WAN_BASE,68491523,49,24,30,1.2,5,,A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,A teapot is placed on a wooden table. a piece of silk fabric is lowered on the teapot to cover it. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0159.png,physicsiq/inputs/0159.png,
op34_wan34_0160_s43278311,0160,single-cradle,WAN_BASE,43278311,49,24,30,1.2,,,A Newton's cradle device on the table and one of the metal balls is held up by a blue handled grabber tool. The claw releases the ball. Static shot with no camera movement.,A Newton's cradle device on the table and one of the metal balls is held up by a blue handled grabber tool. The claw releases the ball. Static shot with no camera movement.,A Newton's cradle device on the table and one of the metal balls is held up by a blue handled grabber tool. The claw releases the ball. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0160.png,physicsiq/inputs/0160.png,
op34_wan34_0160_s56382197,0160,single-cradle,WAN_BASE,56382197,49,24,30,1.2,,,A Newton's cradle device on the table and one of the metal balls is held up by a blue handled grabber tool. The claw releases the ball. Static shot with no camera movement.,A Newton's cradle device on the table and one of the metal balls is held up by a blue handled grabber tool. The claw releases the ball. Static shot with no camera movement.,A Newton's cradle device on the table and one of the metal balls is held up by a blue handled grabber tool. The claw releases the ball. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0160.png,physicsiq/inputs/0160.png,
op34_wan34_0160_s68491523,0160,single-cradle,WAN_BASE,68491523,49,24,30,1.2,,,A Newton's cradle device on the table and one of the metal balls is held up by a blue handled grabber tool. The claw releases the ball. Static shot with no camera movement.,A Newton's cradle device on the table and one of the metal balls is held up by a blue handled grabber tool. The claw releases the ball. Static shot with no camera movement.,A Newton's cradle device on the table and one of the metal balls is held up by a blue handled grabber tool. The claw releases the ball. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0160.png,physicsiq/inputs/0160.png,
op34_wan34_0161_s43278311,0161,single-cradle,WAN_BASE,43278311,49,24,30,1.2,,,A Newton's cradle device on the table and one of the metal balls is held up by a blue handled grabber tool. The claw releases the ball. Static shot with no camera movement.,A Newton's cradle device on the table and one of the metal balls is held up by a blue handled grabber tool. The claw releases the ball. Static shot with no camera movement.,A Newton's cradle device on the table and one of the metal balls is held up by a blue handled grabber tool. The claw releases the ball. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0161.png,physicsiq/inputs/0161.png,
op34_wan34_0161_s56382197,0161,single-cradle,WAN_BASE,56382197,49,24,30,1.2,,,A Newton's cradle device on the table and one of the metal balls is held up by a blue handled grabber tool. The claw releases the ball. Static shot with no camera movement.,A Newton's cradle device on the table and one of the metal balls is held up by a blue handled grabber tool. The claw releases the ball. Static shot with no camera movement.,A Newton's cradle device on the table and one of the metal balls is held up by a blue handled grabber tool. The claw releases the ball. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0161.png,physicsiq/inputs/0161.png,
op34_wan34_0161_s68491523,0161,single-cradle,WAN_BASE,68491523,49,24,30,1.2,,,A Newton's cradle device on the table and one of the metal balls is held up by a blue handled grabber tool. The claw releases the ball. Static shot with no camera movement.,A Newton's cradle device on the table and one of the metal balls is held up by a blue handled grabber tool. The claw releases the ball. Static shot with no camera movement.,A Newton's cradle device on the table and one of the metal balls is held up by a blue handled grabber tool. The claw releases the ball. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0161.png,physicsiq/inputs/0161.png,
op34_wan34_0166_s43278311,0166,smiley-ball-rotates,WAN_BASE,43278311,49,24,30,1.2,5,,A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0166.png,physicsiq/inputs/0166.png,
op34_wan34_0166_s56382197,0166,smiley-ball-rotates,WAN_BASE,56382197,49,24,30,1.2,5,,A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0166.png,physicsiq/inputs/0166.png,
op34_wan34_0166_s68491523,0166,smiley-ball-rotates,WAN_BASE,68491523,49,24,30,1.2,5,,A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0166.png,physicsiq/inputs/0166.png,
op34_wan34_0167_s43278311,0167,smiley-ball-rotates,WAN_BASE,43278311,49,24,30,1.2,5,,A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0167.png,physicsiq/inputs/0167.png,
op34_wan34_0167_s56382197,0167,smiley-ball-rotates,WAN_BASE,56382197,49,24,30,1.2,5,,A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0167.png,physicsiq/inputs/0167.png,
op34_wan34_0167_s68491523,0167,smiley-ball-rotates,WAN_BASE,68491523,49,24,30,1.2,5,,A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0167.png,physicsiq/inputs/0167.png,
op34_wan34_0168_s43278311,0168,smiley-ball-rotates,WAN_BASE,43278311,49,24,30,1.2,5,,A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0168.png,physicsiq/inputs/0168.png,
op34_wan34_0168_s56382197,0168,smiley-ball-rotates,WAN_BASE,56382197,49,24,30,1.2,5,,A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0168.png,physicsiq/inputs/0168.png,
op34_wan34_0168_s68491523,0168,smiley-ball-rotates,WAN_BASE,68491523,49,24,30,1.2,5,,A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,A tennis ball with a smiley face drawn on it is placed on a rotating black platform that rotates clockwise. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0168.png,physicsiq/inputs/0168.png,
op34_wan34_0169_s43278311,0169,solid-ball-peakaboo,WAN_BASE,43278311,49,24,50,1.2,5,,A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0169.png,physicsiq/inputs/0169.png,
op34_wan34_0169_s56382197,0169,solid-ball-peakaboo,WAN_BASE,56382197,49,24,50,1.2,5,,A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0169.png,physicsiq/inputs/0169.png,
op34_wan34_0169_s68491523,0169,solid-ball-peakaboo,WAN_BASE,68491523,49,24,50,1.2,5,,A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0169.png,physicsiq/inputs/0169.png,
op34_wan34_0170_s43278311,0170,solid-ball-peakaboo,WAN_BASE,43278311,49,24,50,1.2,5,,A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0170.png,physicsiq/inputs/0170.png,
op34_wan34_0170_s56382197,0170,solid-ball-peakaboo,WAN_BASE,56382197,49,24,50,1.2,5,,A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0170.png,physicsiq/inputs/0170.png,
op34_wan34_0170_s68491523,0170,solid-ball-peakaboo,WAN_BASE,68491523,49,24,50,1.2,5,,A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0170.png,physicsiq/inputs/0170.png,
op34_wan34_0171_s43278311,0171,solid-ball-peakaboo,WAN_BASE,43278311,49,24,50,1.2,5,,A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0171.png,physicsiq/inputs/0171.png,
op34_wan34_0171_s56382197,0171,solid-ball-peakaboo,WAN_BASE,56382197,49,24,50,1.2,5,,A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0171.png,physicsiq/inputs/0171.png,
op34_wan34_0171_s68491523,0171,solid-ball-peakaboo,WAN_BASE,68491523,49,24,50,1.2,5,,A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,A woven basket is hanging from a rope with a strong magnet attached to the bottom. An orange tennis ball is placed on a table beneath it. The basket is lowered and covers the ball and then the basket starts to lift again. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0171.png,physicsiq/inputs/0171.png,
op34_wan34_0175_s43278311,0175,teapot-rotates,WAN_BASE,43278311,49,24,30,1.2,5,,A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0175.png,physicsiq/inputs/0175.png,
op34_wan34_0175_s56382197,0175,teapot-rotates,WAN_BASE,56382197,49,24,30,1.2,5,,A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0175.png,physicsiq/inputs/0175.png,
op34_wan34_0175_s68491523,0175,teapot-rotates,WAN_BASE,68491523,49,24,30,1.2,5,,A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0175.png,physicsiq/inputs/0175.png,
op34_wan34_0176_s43278311,0176,teapot-rotates,WAN_BASE,43278311,49,24,30,1.2,5,,A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0176.png,physicsiq/inputs/0176.png,
op34_wan34_0176_s56382197,0176,teapot-rotates,WAN_BASE,56382197,49,24,30,1.2,5,,A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0176.png,physicsiq/inputs/0176.png,
op34_wan34_0176_s68491523,0176,teapot-rotates,WAN_BASE,68491523,49,24,30,1.2,5,,A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0176.png,physicsiq/inputs/0176.png,
op34_wan34_0177_s43278311,0177,teapot-rotates,WAN_BASE,43278311,49,24,50,1.2,5,,A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0177.png,physicsiq/inputs/0177.png,
op34_wan34_0177_s56382197,0177,teapot-rotates,WAN_BASE,56382197,49,24,50,1.2,5,,A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0177.png,physicsiq/inputs/0177.png,
op34_wan34_0177_s68491523,0177,teapot-rotates,WAN_BASE,68491523,49,24,50,1.2,5,,A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,A teapot is placed on a rotating display that rotates clockwise. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0177.png,physicsiq/inputs/0177.png,
op34_wan34_0187_s43278311,0187,weight-on-ceramic,WAN_BASE,43278311,49,24,30,1.2,,,A 30lb kettlebell is slowly lowered on top of a yellow ceramic coffee mug placed on a wooden table. Static shot with no camera movement.,A 30lb kettlebell is slowly lowered on top of a yellow ceramic coffee mug placed on a wooden table. Static shot with no camera movement.,A 30lb kettlebell is slowly lowered on top of a yellow ceramic coffee mug placed on a wooden table. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0187.png,physicsiq/inputs/0187.png,
op34_wan34_0187_s56382197,0187,weight-on-ceramic,WAN_BASE,56382197,49,24,30,1.2,,,A 30lb kettlebell is slowly lowered on top of a yellow ceramic coffee mug placed on a wooden table. Static shot with no camera movement.,A 30lb kettlebell is slowly lowered on top of a yellow ceramic coffee mug placed on a wooden table. Static shot with no camera movement.,A 30lb kettlebell is slowly lowered on top of a yellow ceramic coffee mug placed on a wooden table. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0187.png,physicsiq/inputs/0187.png,
op34_wan34_0187_s68491523,0187,weight-on-ceramic,WAN_BASE,68491523,49,24,30,1.2,,,A 30lb kettlebell is slowly lowered on top of a yellow ceramic coffee mug placed on a wooden table. Static shot with no camera movement.,A 30lb kettlebell is slowly lowered on top of a yellow ceramic coffee mug placed on a wooden table. Static shot with no camera movement.,A 30lb kettlebell is slowly lowered on top of a yellow ceramic coffee mug placed on a wooden table. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0187.png,physicsiq/inputs/0187.png,
op34_wan34_0189_s43278311,0189,weight-on-ceramic,WAN_BASE,43278311,49,24,30,1.2,5,,A 30lb kettlebell is slowly lowered on top of a yellow ceramic coffee mug placed on a wooden table. Static shot with no camera movement.,A 30lb kettlebell is slowly lowered on top of a yellow ceramic coffee mug placed on a wooden table. Static shot with no camera movement.,A 30lb kettlebell is slowly lowered on top of a yellow ceramic coffee mug placed on a wooden table. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0189.png,physicsiq/inputs/0189.png,
op34_wan34_0189_s56382197,0189,weight-on-ceramic,WAN_BASE,56382197,49,24,30,1.2,5,,A 30lb kettlebell is slowly lowered on top of a yellow ceramic coffee mug placed on a wooden table. Static shot with no camera movement.,A 30lb kettlebell is slowly lowered on top of a yellow ceramic coffee mug placed on a wooden table. Static shot with no camera movement.,A 30lb kettlebell is slowly lowered on top of a yellow ceramic coffee mug placed on a wooden table. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0189.png,physicsiq/inputs/0189.png,
op34_wan34_0189_s68491523,0189,weight-on-ceramic,WAN_BASE,68491523,49,24,30,1.2,5,,A 30lb kettlebell is slowly lowered on top of a yellow ceramic coffee mug placed on a wooden table. Static shot with no camera movement.,A 30lb kettlebell is slowly lowered on top of a yellow ceramic coffee mug placed on a wooden table. Static shot with no camera movement.,A 30lb kettlebell is slowly lowered on top of a yellow ceramic coffee mug placed on a wooden table. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0189.png,physicsiq/inputs/0189.png,
op34_wan34_0194_s43278311,0194,weight-on-pillow,WAN_BASE,43278311,49,24,30,1.2,,,A 30lb kettlebell and a green piece of paper are lowered onto two pillows. Static shot with no camera movement.,A 30lb kettlebell and a green piece of paper are lowered onto two pillows. Static shot with no camera movement.,A 30lb kettlebell and a green piece of paper are lowered onto two pillows. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0194.png,physicsiq/inputs/0194.png,
op34_wan34_0194_s56382197,0194,weight-on-pillow,WAN_BASE,56382197,49,24,30,1.2,,,A 30lb kettlebell and a green piece of paper are lowered onto two pillows. Static shot with no camera movement.,A 30lb kettlebell and a green piece of paper are lowered onto two pillows. Static shot with no camera movement.,A 30lb kettlebell and a green piece of paper are lowered onto two pillows. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0194.png,physicsiq/inputs/0194.png,
